movie_id,title,genres,keywords,overview,release_year,vote_average,combined_content,processed_content
246,King Kong,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1996,8.6,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
247,Jaws,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1997,8.7,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
248,The Meg,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1998,8.8,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
249,Twister,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1999,8.9,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
250,San Andreas,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2000,9.0,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
251,2012,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2001,9.1,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
252,The Day After Tomorrow,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2002,6.4,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
253,Armageddon,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2003,6.5,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
254,Deep Impact,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2004,6.6,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
255,Independence Day,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2005,6.7,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
256,Independence Day: Resurgence,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2006,6.8,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
257,Men in Black,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2007,6.9,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
258,Men in Black II,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2008,7.0,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
259,Men in Black 3,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2009,7.1,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
260,Ghostbusters,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2010,7.2,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
261,Ghostbusters: Afterlife,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2011,7.3,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
262,Back to the Future,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2012,7.4,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
263,Back to the Future Part II,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2013,7.5,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
264,Back to the Future Part III,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",2014,7.6,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
265,E.T. the Extra-Terrestrial,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2015,7.7,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
266,Close Encounters of the Third Kind,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2016,7.8,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
267,Super 8,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2017,7.9,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
268,A Quiet Place,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2018,8.0,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
269,A Quiet Place Part II,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2019,8.1,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
270,Bird Box,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2020,8.2,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
271,Cloverfield,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2021,8.3,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
272,10 Cloverfield Lane,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2022,8.4,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
273,The Mist,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",2023,8.5,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
274,The Conjuring,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2024,8.6,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
275,The Conjuring 2,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1970,8.7,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
276,Annabelle,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1971,8.8,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
277,Insidious,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1972,8.9,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
278,Insidious: Chapter 2,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1973,9.0,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
279,Sinister,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1974,9.1,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
280,The Babadook,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1975,6.4,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
281,Hereditary,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1976,6.5,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
282,Midsommar,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1977,6.6,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
283,Get Out,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1978,6.7,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
284,Us,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1979,6.8,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
285,Nope,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1980,6.9,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
286,It,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",1981,7.0,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
287,It Chapter Two,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",1982,7.1,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
288,The Shining,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1983,7.2,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
289,Doctor Sleep,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1984,7.3,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
290,Halloween,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1985,7.4,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
291,Scream,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1986,7.5,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
292,The Ring,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1987,7.6,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
293,The Grudge,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1988,7.7,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
294,A Nightmare on Elm Street,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1989,7.8,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
295,Friday the 13th,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",1990,7.9,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
296,The Texas Chain Saw Massacre,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1991,8.0,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
297,Saw,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1992,8.1,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
298,Final Destination,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",1993,8.2,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
299,Final Destination 2,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",1994,8.3,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
300,The Cabin in the Woods,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",1995,8.4,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
301,Don't Breathe,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",1996,8.5,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
302,Split,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",1997,8.6,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
303,Glass,Crime Drama Thriller,detective crime mystery investigation justice,"An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",1998,8.7,"Crime Drama Thriller Crime Drama Thriller Crime Drama Thriller detective crime mystery investigation justice detective crime mystery investigation justice An investigation uncovers hidden motives, moral pressure, and dangerous secrets.",crime drama thriller crime drama thriller crime drama thriller detective crime mystery investigation justice detective crime mystery investigation justice investigation uncovers hidden motives moral pressure dangerous secrets
304,Unbreakable,Science Fiction Adventure,future technology survival space discovery,"A futuristic journey tests survival, discovery, and the consequences of advanced technology.",1999,8.8,"Science Fiction Adventure Science Fiction Adventure Science Fiction Adventure future technology survival space discovery future technology survival space discovery A futuristic journey tests survival, discovery, and the consequences of advanced technology.",science fiction adventure science fiction adventure science fiction adventure future technology survival space discovery future technology survival space discovery futuristic journey tests survival discovery consequences advanced technology
305,The Sixth Sense,Comedy,friendship humor mistake chaos fun,"Comic situations grow from misunderstandings, friendship, and unexpected turns.",2000,8.9,"Comedy Comedy Comedy friendship humor mistake chaos fun friendship humor mistake chaos fun Comic situations grow from misunderstandings, friendship, and unexpected turns.",comedy comedy comedy friendship humor mistake chaos fun friendship humor mistake chaos fun comic situations grow misunderstandings friendship unexpected turns
306,Signs,Romance Drama,love relationship heartbreak hope emotion,"A romantic story follows love, conflict, heartbreak, and the hope of connection.",2001,9.0,"Romance Drama Romance Drama Romance Drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion A romantic story follows love, conflict, heartbreak, and the hope of connection.",romance drama romance drama romance drama love relationship heartbreak hope emotion love relationship heartbreak hope emotion romantic story follows love conflict heartbreak hope connection
307,The Village,Animation Family Adventure,family friendship journey imagination heart,"An animated adventure celebrates friendship, courage, imagination, and family bonds.",2002,9.1,"Animation Family Adventure Animation Family Adventure Animation Family Adventure family friendship journey imagination heart family friendship journey imagination heart An animated adventure celebrates friendship, courage, imagination, and family bonds.",animation family adventure animation family adventure animation family adventure family friendship journey imagination heart family friendship journey imagination heart animated adventure celebrates friendship courage imagination family bonds
308,Cast Away,Fantasy Adventure,magic quest kingdom legend destiny,"A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",2003,6.4,"Fantasy Adventure Fantasy Adventure Fantasy Adventure magic quest kingdom legend destiny magic quest kingdom legend destiny A fantasy quest sends heroes through magical worlds, legends, and tests of courage.",fantasy adventure fantasy adventure fantasy adventure magic quest kingdom legend destiny magic quest kingdom legend destiny fantasy quest sends heroes through magical worlds legends tests courage
309,The Revenant,Horror Thriller,fear mystery survival darkness supernatural,"A frightening situation forces people to face fear, danger, and disturbing secrets.",2004,6.5,"Horror Thriller Horror Thriller Horror Thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural A frightening situation forces people to face fear, danger, and disturbing secrets.",horror thriller horror thriller horror thriller fear mystery survival darkness supernatural fear mystery survival darkness supernatural frightening situation forces people face fear danger disturbing secrets
310,127 Hours,Biography Drama,true story success struggle history inspiration,"A biographical drama follows real-world struggle, achievement, and personal transformation.",2005,6.6,"Biography Drama Biography Drama Biography Drama true story success struggle history inspiration true story success struggle history inspiration A biographical drama follows real-world struggle, achievement, and personal transformation.",biography drama biography drama biography drama true story success struggle history inspiration true story success struggle history inspiration biographical drama follows real world struggle achievement personal transformation
311,Into the Wild,Action Thriller,mission danger chase hero conspiracy combat,"A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",2006,6.7,"Action Thriller Action Thriller Action Thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat A high-stakes mission pulls determined characters into danger, betrayal, and fast-moving conflict.",action thriller action thriller action thriller mission danger chase hero conspiracy combat mission danger chase hero conspiracy combat high stakes mission pulls determined characters danger betrayal fast moving conflict
312,Wild,Drama,family ambition struggle emotion choice life,"A character-driven story explores personal choices, relationships, ambition, and emotional change.",2007,6.8,"Drama Drama Drama family ambition struggle emotion choice life family ambition struggle emotion choice life A character-driven story explores personal choices, relationships, ambition, and emotional change.",drama drama drama family ambition struggle emotion choice life family ambition struggle emotion choice life character driven story explores personal choices relationships ambition emotional change
